SCHOOL_YEAR,DISTRICT_NUMBER,FSA_SKILL_CODE,GRADE,PERCENT_UNKNOWN,PERCENT_BELOW,PERCENT_MEETING,PERCENT_EXCEEDING,PERCENT_MEET_OR_EXCEED,SCORE_TYPE,SCORE,PARTICIPATION_RATE
2013/2014,043,W,4,16,11,70,3,73,Pro,6.8543,84
2014/2015,043,W,4,20,11,65,5,70,Pro,6.9328,80
2007/2008,044,W,4,24,11,57,9,65,Pro,7.138,76
2008/2009,044,W,4,16,13,61,10,71,Pro,7.1267,84
2009/2010,044,W,4,20,13,60,7,67,Pro,6.9448,80
2010/2011,044,W,4,14,8,63,15,78,Pro,7.7994,86
2011/2012,044,W,4,12,11,68,9,78,Pro,7.1881,88
2012/2013,044,W,4,7,15,69,9,78,Pro,7.0644,93
2013/2014,044,W,4,10,18,67,4,71,Pro,6.5329,90
2014/2015,044,W,4,7,20,65,7,72,Pro,6.6947,93
2007/2008,045,W,4,6,4,66,23,89,Pro,8.6842,94
2008/2009,045,W,4,7,1,65,27,92,Pro,8.9819,93
2009/2010,045,W,4,9,5,80,5,85,Pro,7.77,91
2010/2011,045,W,4,9,0,74,17,91,Pro,8.7896,91
2011/2012,045,W,4,9,0,76,14,90,Pro,8.8744,91
2012/2013,045,W,4,9,1,59,31,90,Pro,9.369,91
2013/2014,045,W,4,14,0,68,18,86,Pro,9.101,86
2014/2015,045,W,4,14,0,73,13,86,Pro,8.868,86
2007/2008,046,W,4,7,17,60,16,76,Pro,7.2991,93
2008/2009,046,W,4,7,15,64,13,78,Pro,7.1186,93
2009/2010,046,W,4,21,21,48,11,59,Pro,6.5787,79
2010/2011,046,W,4,11,11,73,5,79,Pro,7.0383,89
2011/2012,046,W,4,9,10,76,5,80,Pro,7.0412,91
2012/2013,046,W,4,16,7,71,6,77,Pro,7.1296,84
2013/2014,046,W,4,25,6,61,8,68,Pro,7.4026,75
2014/2015,046,W,4,15,9,60,17,76,Pro,7.7021,85
2007/2008,047,W,4,11,25,57,7,64,Pro,6.4203,89
2008/2009,047,W,4,13,30,51,7,57,Pro,6.1917,87
2009/2010,047,W,4,15,21,59,5,64,Pro,6.4219,85
2010/2011,047,W,4,13,12,74,1,74,Pro,6.6381,87
2011/2012,047,W,4,9,13,74,3,77,Pro,6.8296,91
2012/2013,047,W,4,22,17,60,1,62,Pro,6.6018,78
2013/2014,047,W,4,16,27,56,0,56,Pro,5.6355,84
2014/2015,047,W,4,25,17,57,2,58,Pro,6.2283,75
2007/2008,048,W,4,10,15,72,3,75,Pro,6.1754,90
2008/2009,048,W,4,10,11,79,1,80,Pro,6.208,90
2009/2010,048,W,4,11,15,70,3,73,Pro,6.3824,89
2010/2011,048,W,4,5,15,79,0,79,Pro,6.0396,95
2011/2012,048,W,4,7,15,77,1,78,Pro,6.1289,93
2012/2013,048,W,4,3,19,76,1,78,Pro,5.885,97
2013/2014,048,W,4,7,10,82,1,83,Pro,6.1543,93
2014/2015,048,W,4,5,8,84,2,87,Pro,6.2839,95
2007/2008,050,W,4,21,21,46,12,58,Pro,6.7561,79
2008/2009,050,W,4,11,47,37,5,42,Pro,5.2353,89
2009/2010,050,W,4,6,9,74,11,85,Pro,7.2955,94
2010/2011,050,W,4,8,22,58,11,69,Pro,6.9394,92
2011/2012,050,W,4,0,26,74,0,74,Pro,6.5814,100
2012/2013,050,W,4,6,15,65,13,79,Pro,7.2857,94
2013/2014,050,W,4,21,11,66,3,68,Pro,7.1,79
2014/2015,050,W,4,10,27,61,2,63,Pro,6.1892,90
2007/2008,051,W,4,6,23,70,2,71,Pro,6.0909,94
2008/2009,051,W,4,8,15,68,8,77,Pro,6.7444,92
2009/2010,051,W,4,29,7,55,10,65,Pro,7.3333,71
2010/2011,051,W,4,19,13,62,6,68,Pro,6.4066,81
2011/2012,051,W,4,14,22,60,4,64,Pro,6.3444,86
2012/2013,051,W,4,19,8,67,6,73,Pro,7.0723,81
2013/2014,051,W,4,30,12,49,9,58,Pro,7.1034,70
2014/2015,051,W,4,22,26,52,0,52,Pro,6.0959,78
2007/2008,052,W,4,10,36,55,0,55,Pro,5.3688,90
2008/2009,052,W,4,7,36,55,2,57,Pro,5.7429,93
2009/2010,052,W,4,8,25,66,1,66,Pro,5.5248,92
2010/2011,052,W,4,3,28,67,2,69,Pro,5.8367,97
2011/2012,052,W,4,8,32,58,1,60,Pro,5.7237,92
2012/2013,052,W,4,6,35,58,2,60,Pro,5.8267,94
2013/2014,052,W,4,7,22,68,2,71,Pro,5.9835,93
2014/2015,052,W,4,6,23,68,2,70,Pro,5.9231,94
2007/2008,053,W,4,5,28,58,9,67,Pro,6.5271,95
2008/2009,053,W,4,12,23,57,7,65,Pro,6.6667,88
2009/2010,053,W,4,3,25,69,4,73,Pro,6.4624,97
2010/2011,053,W,4,5,18,73,4,77,Pro,6.7467,95
2011/2012,053,W,4,7,13,78,2,80,Pro,6.4224,93
2012/2013,053,W,4,10,6,71,13,84,Pro,7.6414,90
2013/2014,053,W,4,4,13,79,5,83,Pro,6.9059,96
2014/2015,053,W,4,11,7,65,17,82,Pro,7.4962,89
2007/2008,054,W,4,10,15,68,8,76,Pro,6.9462,90
2008/2009,054,W,4,13,16,68,3,71,Pro,6.6429,87
2009/2010,054,W,4,7,16,73,3,77,Pro,7,93
2010/2011,054,W,4,12,10,70,8,78,Pro,7.2222,88
2011/2012,054,W,4,6,16,69,9,78,Pro,7.0992,94
2012/2013,054,W,4,9,10,72,8,80,Pro,7.3784,91
2013/2014,054,W,4,9,24,66,1,67,Pro,6.5079,91
2014/2015,054,W,4,11,10,74,5,78,Pro,7.0811,89
2007/2008,057,W,4,7,27,61,5,66,Pro,6.4173,93
2008/2009,057,W,4,7,25,64,4,68,Pro,6.1873,93
2009/2010,057,W,4,11,16,71,2,73,Pro,6.4338,89
2010/2011,057,W,4,13,22,62,2,64,Pro,6.126,87
2011/2012,057,W,4,8,28,62,2,64,Pro,5.9415,92
2012/2013,057,W,4,7,16,75,2,77,Pro,6.3847,93
2013/2014,057,W,4,9,34,57,1,58,Pro,5.6359,91
2014/2015,057,W,4,8,22,66,4,70,Pro,6.3362,92
2007/2008,058,W,4,7,19,73,1,74,Pro,6.7051,93
2008/2009,058,W,4,6,28,63,2,66,Pro,6.5629,94
2009/2010,058,W,4,11,20,65,3,69,Pro,6.5156,89
2010/2011,058,W,4,13,26,60,1,61,Pro,6.05,88
2011/2012,058,W,4,13,41,45,1,45,Pro,5.3258,87
2012/2013,058,W,4,3,47,47,2,50,Pro,5.2764,97
2013/2014,058,W,4,13,37,47,2,50,Pro,5.6752,87
2014/2015,058,W,4,12,42,43,3,46,Pro,5.4853,88
2007/2008,059,W,4,21,25,49,5,54,Pro,6.1519,79
2008/2009,059,W,4,10,20,66,5,71,Pro,6.5861,90
2009/2010,059,W,4,12,29,58,2,60,Pro,6.0672,88
2010/2011,059,W,4,4,45,51,0,51,Pro,5.4297,96
2011/2012,059,W,4,8,19,70,4,74,Pro,6.4943,92
2012/2013,059,W,4,6,19,71,4,75,Pro,6.5776,94
2013/2014,059,W,4,3,27,67,3,70,Pro,6.2218,97
2014/2015,059,W,4,6,24,66,3,69,Pro,6.2939,94
2007/2008,060,W,4,21,16,57,6,63,Pro,6.9,79
2008/2009,060,W,4,12,13,69,6,75,Pro,6.9395,88
2009/2010,060,W,4,16,3,61,20,81,Pro,8.5379,84
2010/2011,060,W,4,10,6,64,20,84,Pro,8.1465,90
2011/2012,060,W,4,10,5,70,14,85,Pro,8.0193,90
2012/2013,060,W,4,9,3,56,32,88,Pro,8.9311,91
2013/2014,060,W,4,10,6,58,26,85,Pro,8.374,90
2014/2015,060,W,4,7,7,67,19,86,Pro,8.1802,93
2007/2008,061,W,4,7,29,61,4,65,Pro,6.0784,93
2008/2009,061,W,4,17,20,60,3,63,Pro,6.3128,83
2009/2010,061,W,4,21,16,61,2,63,Pro,6.4184,79
2010/2011,061,W,4,19,10,67,5,72,Pro,6.8819,81
2011/2012,061,W,4,18,9,67,6,73,Pro,7.1031,82
2012/2013,061,W,4,23,8,59,10,69,Pro,7.4745,77
2013/2014,061,W,4,23,10,62,5,67,Pro,7.111,77
2014/2015,061,W,4,29,7,53,11,64,Pro,7.6126,71
2007/2008,062,W,4,9,20,64,7,71,Pro,6.6389,91
2008/2009,062,W,4,12,22,63,3,66,Pro,6.3143,88
2009/2010,062,W,4,29,15,53,3,56,Pro,6.6199,71
2010/2011,062,W,4,32,18,46,4,50,Pro,6.3589,68
2011/2012,062,W,4,47,16,35,2,37,Pro,6.213,53
2012/2013,062,W,4,41,21,34,3,37,Pro,5.9465,59
2013/2014,062,W,4,36,18,42,4,46,Pro,6.4929,64
2014/2015,062,W,4,49,12,35,4,39,Pro,6.7209,51
2007/2008,063,W,4,4,14,76,6,82,Pro,6.9082,96
2008/2009,063,W,4,8,10,76,6,82,Pro,6.9189,92
2009/2010,063,W,4,15,8,72,4,77,Pro,7.0075,85
2010/2011,063,W,4,22,4,71,3,74,Pro,6.8975,78
2011/2012,063,W,4,9,6,79,7,85,Pro,7.1368,91
2012/2013,063,W,4,10,6,82,3,85,Pro,7.0685,90
2013/2014,063,W,4,10,9,79,3,81,Pro,6.6549,90
2014/2015,063,W,4,17,8,73,2,75,Pro,6.527,83
2007/2008,064,W,4,18,11,62,9,71,Pro,7.433,82
2008/2009,064,W,4,10,13,70,7,77,Pro,7.0123,90
2009/2010,064,W,4,17,8,71,4,75,Pro,7.0795,83
2010/2011,064,W,4,21,8,66,5,71,Pro,7.0875,79
2011/2012,064,W,4,33,9,45,13,58,Pro,7.7037,68
2012/2013,064,W,4,30,7,58,5,63,Pro,7.0132,70
2013/2014,064,W,4,32,15,48,4,53,Pro,6.6061,68
2014/2015,064,W,4,59,7,34,0,34,Pro,6.561,41
2007/2008,067,W,4,13,19,61,7,68,Pro,6.6525,87
2008/2009,067,W,4,9,16,73,2,75,Pro,6.487,91
2009/2010,067,W,4,15,16,67,2,69,Pro,6.3967,85
2010/2011,067,W,4,10,4,80,7,87,Pro,7.5583,90
2011/2012,067,W,4,5,6,85,4,89,Pro,7.25,95
2012/2013,067,W,4,7,7,78,7,85,Pro,6.9944,93
2013/2014,067,W,4,7,10,77,6,83,Pro,7.037,93
2014/2015,067,W,4,8,8,74,9,84,Pro,7.4274,92
2007/2008,068,W,4,10,29,57,4,61,Pro,5.9373,90
2008/2009,068,W,4,25,21,50,3,54,Pro,6.3526,75
2009/2010,068,W,4,19,17,60,5,64,Pro,6.4091,81
2010/2011,068,W,4,16,21,60,3,63,Pro,6.2518,84
2011/2012,068,W,4,14,15,68,4,72,Pro,6.7425,86
2012/2013,068,W,4,7,22,67,4,71,Pro,6.2801,93
2013/2014,068,W,4,11,19,66,4,69,Pro,6.4654,89
2014/2015,068,W,4,26,22,50,3,53,Pro,6.1921,74
2007/2008,069,W,4,14,24,58,4,62,Pro,6.169,86
2008/2009,069,W,4,16,10,62,12,74,Pro,7.282,84
2009/2010,069,W,4,19,19,57,6,63,Pro,6.5643,81
2010/2011,069,W,4,15,23,61,1,62,Pro,6.053,85
2011/2012,069,W,4,15,20,64,1,65,Pro,6.1682,85
2012/2013,069,W,4,8,25,66,2,68,Pro,6.0851,92
2013/2014,069,W,4,5,18,73,3,76,Pro,6.3668,95
2014/2015,069,W,4,12,21,63,4,67,Pro,6.2772,88
2007/2008,070,W,4,9,25,64,3,66,Pro,5.9784,91
2008/2009,070,W,4,7,33,60,0,60,Pro,5.5594,93
2009/2010,070,W,4,12,20,63,5,68,Pro,6.4649,88
2010/2011,070,W,4,9,24,54,13,67,Pro,6.5248,91
2011/2012,070,W,4,8,24,62,6,68,Pro,6.3946,92
2012/2013,070,W,4,7,19,65,9,74,Pro,6.7489,93
2013/2014,070,W,4,5,27,64,4,68,Pro,6.2208,95
2014/2015,070,W,4,8,26,58,8,66,Pro,6.4619,92
2007/2008,071,W,4,9,17,71,3,73,Pro,6.2082,91
2008/2009,071,W,4,22,18,58,1,60,Pro,6.1763,78
2009/2010,071,W,4,21,21,56,1,58,Pro,6.0839,79
2010/2011,071,W,4,21,17,61,1,62,Pro,6.1581,79
2011/2012,071,W,4,21,29,48,3,50,Pro,5.8009,79
2012/2013,071,W,4,9,16,72,3,76,Pro,6.3913,91
2013/2014,071,W,4,14,25,60,1,61,Pro,5.938,86
2014/2015,071,W,4,15,17,67,2,69,Pro,6.2604,85
2007/2008,072,W,4,15,22,61,2,63,Pro,6.075,85
2008/2009,072,W,4,16,21,61,1,63,Pro,6.3684,84
2009/2010,072,W,4,33,11,51,4,56,Pro,6.7665,67
2010/2011,072,W,4,27,13,56,3,59,Pro,6.5919,73
2011/2012,072,W,4,31,21,47,1,49,Pro,6.1423,69
2012/2013,072,W,4,30,11,58,1,59,Pro,6.5208,70
2013/2014,072,W,4,20,18,57,6,62,Pro,6.6255,80
2014/2015,072,W,4,33,21,45,0,45,Pro,5.7301,67
2007/2008,073,W,4,6,21,72,1,73,Pro,6.0278,94
2008/2009,073,W,4,7,20,72,1,73,Pro,6.1496,93
2009/2010,073,W,4,6,10,84,1,85,Pro,6.3232,94
2010/2011,073,W,4,5,12,82,1,83,Pro,6.2506,95
2011/2012,073,W,4,7,13,76,4,80,Pro,6.5338,93
2012/2013,073,W,4,5,18,76,2,77,Pro,6.2541,95
2013/2014,073,W,4,5,14,80,1,81,Pro,6.4677,95
2014/2015,073,W,4,5,13,81,1,83,Pro,6.3323,95
2007/2008,074,W,4,10,36,54,0,54,Pro,5.36,90
2008/2009,074,W,4,9,30,59,2,61,Pro,5.9043,91
2009/2010,074,W,4,7,30,56,7,63,Pro,6.2267,93
2010/2011,074,W,4,8,20,71,1,72,Pro,6.2658,92
2011/2012,074,W,4,6,27,62,5,67,Pro,6.2338,94
2012/2013,074,W,4,8,42,46,4,49,Pro,5.4487,92
2013/2014,074,W,4,4,34,55,6,62,Pro,6.2111,96
2014/2015,074,W,4,5,34,61,0,61,Pro,5.88,95
2007/2008,075,W,4,8,10,73,9,82,Pro,7.2878,92
2008/2009,075,W,4,13,24,59,4,63,Pro,6.4246,87
2009/2010,075,W,4,11,22,67,1,67,Pro,6,89
2010/2011,075,W,4,11,17,68,4,72,Pro,6.6291,89
2011/2012,075,W,4,14,17,66,3,69,Pro,6.2234,86
2012/2013,075,W,4,11,17,68,4,72,Pro,6.6786,89
2013/2014,075,W,4,13,29,57,1,58,Pro,6.0921,87
2014/2015,075,W,4,10,20,66,3,70,Pro,6.5574,90
2007/2008,078,W,4,6,17,67,10,77,Pro,6.9806,94
2008/2009,078,W,4,46,21,31,3,33,Pro,5.9375,54
2009/2010,078,W,4,43,25,28,4,32,Pro,5.4286,57
2010/2011,078,W,4,43,34,23,1,23,Pro,4.9079,57
2011/2012,078,W,4,33,20,46,1,46,Pro,5.4878,67
2012/2013,078,W,4,30,15,51,4,55,Pro,6.8451,70
2013/2014,078,W,4,28,28,43,1,44,Pro,5.5,72
2014/2015,078,W,4,27,14,45,14,58,Pro,7.3837,73
2007/2008,079,W,4,14,27,51,8,59,Pro,6.4232,86
2008/2009,079,W,4,15,21,60,5,65,Pro,6.3813,85
2009/2010,079,W,4,20,14,59,8,67,Pro,7.1344,80
2010/2011,079,W,4,24,15,56,5,61,Pro,6.6878,76
2011/2012,079,W,4,20,16,59,4,64,Pro,6.638,80
2012/2013,079,W,4,21,15,59,5,64,Pro,6.8174,79
2013/2014,079,W,4,26,18,55,1,56,Pro,6.128,74
2014/2015,079,W,4,31,17,48,4,52,Pro,6.3678,69
2007/2008,081,W,4,0,22,63,15,78,Pro,6.9851,100
2008/2009,081,W,4,3,28,66,3,69,Pro,5.9153,97
2009/2010,081,W,4,8,8,80,3,83,Pro,6.6667,92
2010/2011,081,W,4,10,4,76,10,86,Pro,7.4565,90
2011/2012,081,W,4,7,0,87,7,93,Pro,7.7018,93
2012/2013,081,W,4,9,0,84,7,91,Pro,8.0577,91
2013/2014,081,W,4,0,2,83,16,98,Pro,8.3793,100
2014/2015,081,W,4,6,0,83,11,94,Pro,7.9831,94
2007/2008,082,W,4,11,28,54,8,61,Pro,6.5577,89
2008/2009,082,W,4,19,27,53,2,55,Pro,6.2174,81
2009/2010,082,W,4,17,29,53,1,54,Pro,5.6787,83
2010/2011,082,W,4,25,47,27,1,28,Pro,4.4599,75
2011/2012,082,W,4,24,37,40,0,40,Pro,5.1875,76
2012/2013,082,W,4,23,24,50,3,53,Pro,5.9571,77
2013/2014,082,W,4,20,38,42,1,42,Pro,5.2276,80
2014/2015,082,W,4,26,29,42,3,44,Pro,5.6951,74
2007/2008,083,W,4,10,22,65,3,68,Pro,6.5083,90
2008/2009,083,W,4,15,21,63,2,64,Pro,6.0554,85
2009/2010,083,W,4,16,24,56,5,61,Pro,6.5109,84
2010/2011,083,W,4,13,20,61,5,66,Pro,6.5074,87
2011/2012,083,W,4,11,21,64,3,67,Pro,6.2263,89
2012/2013,083,W,4,13,28,57,2,59,Pro,5.7849,87
2013/2014,083,W,4,13,32,53,3,55,Pro,5.6427,87
2014/2015,083,W,4,13,29,57,0,58,Pro,5.6902,87
2007/2008,084,W,4,14,43,43,0,43,Pro,4.7333,86
2008/2009,084,W,4,30,40,30,0,30,Pro,5.7143,70
2009/2010,084,W,4,23,17,60,0,60,Pro,5.7826,77
2010/2011,084,W,4,8,42,50,0,50,Pro,5.3714,92
2011/2012,084,W,4,6,47,47,0,47,Pro,4.9063,94
2012/2013,084,W,4,28,33,39,0,39,Pro,5.1154,72
2013/2014,084,W,4,19,42,35,4,38,Pro,5.2381,81
2014/2015,084,W,4,15,60,25,0,25,Pro,3.8235,85
2007/2008,085,W,4,11,24,63,2,65,Pro,6.1556,89
2008/2009,085,W,4,8,21,67,5,72,Pro,6.6383,92
2009/2010,085,W,4,13,15,69,3,72,Pro,6.9545,87
2010/2011,085,W,4,20,21,58,1,59,Pro,6.1978,80
2011/2012,085,W,4,12,21,62,6,68,Pro,6.5758,88
2012/2013,085,W,4,6,21,71,2,73,Pro,6.3708,94
2013/2014,085,W,4,3,43,52,1,53,Pro,5.5056,97
2014/2015,085,W,4,9,22,64,5,69,Pro,6.5604,91
2007/2008,091,W,4,20,26,53,1,54,Pro,5.8561,80
2008/2009,091,W,4,21,37,42,1,43,Pro,5.6293,79
2009/2010,091,W,4,29,17,53,1,54,Pro,6.093,71
2010/2011,091,W,4,28,22,47,3,50,Pro,5.9535,72
2011/2012,091,W,4,25,28,45,2,47,Pro,5.729,75
2012/2013,091,W,4,20,22,54,4,58,Pro,6.239,80
2013/2014,091,W,4,25,25,49,2,51,Pro,5.9409,75
2014/2015,091,W,4,42,21,34,3,38,Pro,6.1076,58
2007/2008,092,W,4,23,36,41,0,41,Pro,5.4706,77
2008/2009,092,W,4,6,69,19,6,25,Pro,4.6667,94
2009/2010,092,W,4,19,58,23,0,23,Pro,4.12,81
2010/2011,092,W,4,36,36,23,5,27,Pro,4.5,64
2011/2012,092,W,4,14,36,47,3,50,Pro,5.6129,86
2012/2013,092,W,4,9,68,23,0,23,Pro,4.3,91
2013/2014,092,W,4,16,55,29,0,29,Pro,4.8846,84
2014/2015,092,W,4,21,41,34,3,38,Pro,5.4348,79
2007/2008,093,W,4,3,13,79,5,84,Pro,6.8447,97
2008/2009,093,W,4,11,16,71,2,73,Pro,6.4692,89
2009/2010,093,W,4,12,17,62,9,71,Pro,6.6961,88
2010/2011,093,W,4,11,11,62,16,78,Pro,7.5764,89
2011/2012,093,W,4,19,5,68,8,76,Pro,7.6703,81
2012/2013,093,W,4,22,11,61,7,67,Pro,7.0718,78
2013/2014,093,W,4,17,7,66,9,75,Pro,7.6215,83
2014/2015,093,W,4,30,6,57,7,64,Pro,7.25,70
2007/2008,Prov,W,7,12,15,67,6,73,Pro,6.7894,88
2008/2009,Prov,W,7,18,18,59,5,64,Pro,6.5825,82
2009/2010,Prov,W,7,20,14,62,4,66,Pro,6.5923,80
2010/2011,Prov,W,7,19,11,64,7,71,Pro,7.0239,81
2011/2012,Prov,W,7,19,11,64,5,69,Pro,6.9279,81
2012/2013,Prov,W,7,18,12,65,5,70,Pro,6.8707,82
2013/2014,Prov,W,7,19,12,65,4,70,Pro,6.7953,81
2014/2015,Prov,W,7,23,10,64,4,68,Pro,6.871,77
2007/2008,005,W,7,9,25,63,3,66,Pro,6.2637,91
2008/2009,005,W,7,16,20,54,10,64,Pro,6.8324,84
2009/2010,005,W,7,23,15,57,5,62,Pro,6.5727,77
2010/2011,005,W,7,16,20,58,6,64,Pro,6.5718,84
2011/2012,005,W,7,11,20,57,11,68,Pro,7.106,89
2012/2013,005,W,7,11,19,62,7,69,Pro,6.8333,89
2013/2014,005,W,7,14,18,64,3,68,Pro,6.4798,86
2014/2015,005,W,7,18,28,52,2,54,Pro,5.8428,82
2007/2008,006,W,7,8,24,67,2,68,Pro,5.9478,92
2008/2009,006,W,7,13,43,41,3,44,Pro,5.1891,87
2009/2010,006,W,7,9,22,65,4,69,Pro,6.1834,91
2010/2011,006,W,7,6,16,69,8,77,Pro,6.7455,94
2011/2012,006,W,7,10,14,72,4,76,Pro,6.75,90
2012/2013,006,W,7,2,22,72,4,76,Pro,6.4419,98
2013/2014,006,W,7,5,10,81,4,85,Pro,6.7704,95
2014/2015,006,W,7,5,6,84,4,88,Pro,6.7617,95
2007/2008,008,W,7,15,26,54,5,59,Pro,6.1062,85
2008/2009,008,W,7,33,20,43,4,47,Pro,6.3156,67
2009/2010,008,W,7,25,16,52,7,59,Pro,7.0069,75
2010/2011,008,W,7,21,19,55,5,60,Pro,6.3786,79
2011/2012,008,W,7,32,19,45,4,49,Pro,6.2548,68
2012/2013,008,W,7,29,24,45,3,47,Pro,5.9753,71
2013/2014,008,W,7,30,26,42,1,44,Pro,5.685,70
2014/2015,008,W,7,29,27,44,0,44,Pro,5.661,71
2007/2008,010,W,7,14,7,70,9,79,Pro,7.8776,86
2008/2009,010,W,7,23,5,59,14,73,Pro,7.4706,77
2009/2010,010,W,7,0,6,91,3,94,Pro,7.0286,100
2010/2011,010,W,7,10,4,74,12,86,Pro,8.0444,90
2011/2012,010,W,7,44,0,50,6,56,Pro,7.8148,56
2012/2013,010,W,7,5,3,89,3,92,Pro,7.2571,95
2013/2014,010,W,7,18,0,79,3,82,Pro,8,82
2014/2015,010,W,7,10,5,73,13,85,Pro,7.6111,90
2007/2008,019,W,7,5,12,81,2,83,Pro,7.0215,95
2008/2009,019,W,7,1,2,68,29,97,Pro,8.5158,99
2009/2010,019,W,7,6,5,75,14,89,Pro,7.9474,94
2010/2011,019,W,7,9,1,75,15,90,Pro,8.2329,91
2011/2012,019,W,7,15,8,74,3,77,Pro,7.2642,85
2012/2013,019,W,7,13,19,67,1,69,Pro,6.1639,87
2013/2014,019,W,7,18,13,68,1,70,Pro,6.3846,82
2014/2015,019,W,7,16,8,76,0,76,Pro,6.3269,84
2007/2008,020,W,7,11,9,76,4,80,Pro,7.1073,89
2008/2009,020,W,7,22,20,55,3,58,Pro,6.2879,78
2009/2010,020,W,7,25,11,63,1,64,Pro,6.4152,75
2010/2011,020,W,7,15,15,65,5,70,Pro,6.6957,85
2011/2012,020,W,7,32,5,61,2,63,Pro,6.6091,68
2012/2013,020,W,7,25,9,66,1,66,Pro,6.3824,75
2013/2014,020,W,7,27,14,58,1,59,Pro,6.1923,73
2014/2015,020,W,7,41,17,40,1,41,Pro,5.9014,59
2007/2008,022,W,7,16,16,60,8,68,Pro,7.0314,84
2008/2009,022,W,7,21,19,52,7,60,Pro,6.7635,79
2009/2010,022,W,7,14,24,56,6,62,Pro,6.5701,86
2010/2011,022,W,7,12,6,58,24,82,Pro,8.409,88
2011/2012,022,W,7,14,12,67,8,75,Pro,7.2444,86
2012/2013,022,W,7,8,6,75,10,86,Pro,7.8012,92
2013/2014,022,W,7,11,9,68,12,80,Pro,7.5281,89
2014/2015,022,W,7,11,11,71,6,78,Pro,7.2383,89
2007/2008,023,W,7,6,18,71,5,77,Pro,6.4424,94
2008/2009,023,W,7,9,21,66,4,70,Pro,6.3527,91
2009/2010,023,W,7,22,16,59,3,63,Pro,6.3455,78
2010/2011,023,W,7,21,15,59,5,64,Pro,6.5238,79
2011/2012,023,W,7,20,16,60,4,64,Pro,6.4254,80
2012/2013,023,W,7,19,14,62,5,67,Pro,6.7153,81
2013/2014,023,W,7,25,15,57,3,59,Pro,6.3378,75
2014/2015,023,W,7,36,12,50,3,53,Pro,6.5865,64
2007/2008,027,W,7,7,20,64,9,74,Pro,6.9854,93
2008/2009,027,W,7,16,25,52,6,58,Pro,6.3246,84
2009/2010,027,W,7,8,19,65,9,74,Pro,6.8278,92
2010/2011,027,W,7,7,15,61,17,78,Pro,7.4068,93
2011/2012,027,W,7,7,21,65,6,72,Pro,6.5432,93
2012/2013,027,W,7,8,24,60,8,68,Pro,6.5256,92
2013/2014,027,W,7,9,21,66,5,70,Pro,6.3556,91
2014/2015,027,W,7,11,25,61,3,64,Pro,6.1183,89
2007/2008,028,W,7,12,38,45,5,50,Pro,5.6131,88
2008/2009,028,W,7,36,24,37,3,40,Pro,5.8762,64
2009/2010,028,W,7,35,27,35,3,38,Pro,5.7901,65
2010/2011,028,W,7,47,21,30,2,32,Pro,5.7959,53
2011/2012,028,W,7,41,33,24,2,25,Pro,5.1402,59
2012/2013,028,W,7,38,36,23,2,25,Pro,4.7167,62
2013/2014,028,W,7,46,33,19,1,21,Pro,4.3443,54
2014/2015,028,W,7,60,21,19,0,19,Pro,4.8611,40
2007/2008,033,W,7,11,12,66,12,77,Pro,7.2909,89
2008/2009,033,W,7,36,16,43,5,49,Pro,6.6041,64
2009/2010,033,W,7,27,18,55,1,55,Pro,6.0563,73
2010/2011,033,W,7,23,11,56,11,66,Pro,7.3989,77
2011/2012,033,W,7,17,16,64,4,67,Pro,6.658,83
2012/2013,033,W,7,10,17,68,4,72,Pro,6.8026,90
2013/2014,033,W,7,8,14,74,4,78,Pro,6.7792,92
2014/2015,033,W,7,19,19,60,1,61,Pro,6.1741,81
2007/2008,034,W,7,6,5,80,9,89,Pro,7.9752,94
2008/2009,034,W,7,9,20,67,4,71,Pro,6.5598,91
2009/2010,034,W,7,8,11,70,11,81,Pro,7.4952,92
2010/2011,034,W,7,6,9,73,12,86,Pro,7.5744,94
2011/2012,034,W,7,6,8,72,13,85,Pro,7.7126,94
2012/2013,034,W,7,7,9,73,12,85,Pro,7.6954,93
2013/2014,034,W,7,6,9,76,9,85,Pro,7.4961,94
2014/2015,034,W,7,5,9,79,7,86,Pro,7.3485,95
2007/2008,035,W,7,1,13,72,13,85,Pro,7.3527,99
2008/2009,035,W,7,11,23,61,5,66,Pro,6.5148,89
2009/2010,035,W,7,14,14,67,5,72,Pro,6.8037,86
2010/2011,035,W,7,10,13,70,6,77,Pro,6.9331,90
2011/2012,035,W,7,13,11,71,6,77,Pro,7.0814,87
2012/2013,035,W,7,11,12,73,5,77,Pro,7.0403,89
2013/2014,035,W,7,9,7,75,9,84,Pro,7.4307,91
2014/2015,035,W,7,13,10,76,2,78,Pro,6.7831,87
2007/2008,036,W,7,13,16,69,2,71,Pro,6.2163,87
2008/2009,036,W,7,12,23,62,3,65,Pro,6.198,88
2009/2010,036,W,7,11,15,71,3,74,Pro,6.4887,89
2010/2011,036,W,7,10,10,75,4,80,Pro,6.7901,90
2011/2012,036,W,7,12,10,73,5,78,Pro,6.8232,88
2012/2013,036,W,7,11,9,77,2,80,Pro,6.7089,89
2013/2014,036,W,7,12,10,75,2,77,Pro,6.7842,88
2014/2015,036,W,7,16,7,75,2,77,Pro,6.795,84
2007/2008,037,W,7,10,9,77,4,81,Pro,6.807,90
2008/2009,037,W,7,23,11,62,3,66,Pro,6.7521,77
2009/2010,037,W,7,25,11,62,2,64,Pro,6.6708,75
