SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2015/2016,087,Stikine,Reading,04,31,31,38,0,1,425.72727
2007/2008,091,Nechako Lakes,Reading,04,19,24,51,6,1,454.62409
2008/2009,091,Nechako Lakes,Reading,04,17,24,52,8,1,467.13971
2009/2010,091,Nechako Lakes,Reading,04,26,27,40,7,1,447.98661
2010/2011,091,Nechako Lakes,Reading,04,27,24,44,5,1,444.36818
2011/2012,091,Nechako Lakes,Reading,04,22,30,44,4,1,438.80357
2012/2013,091,Nechako Lakes,Reading,04,18,25,49,8,1,448.6872
2013/2014,091,Nechako Lakes,Reading,04,24,25,42,9,1,453.44144
2014/2015,091,Nechako Lakes,Reading,04,38,23,35,4,1,442.86826
2015/2016,091,Nechako Lakes,Reading,04,29,26,39,6,1,451.80723
2007/2008,092,Nisga'a,Reading,04,14,68,14,5,1,343.21053
2008/2009,092,Nisga'a,Reading,04,0,31,63,6,1,428.4375
2009/2010,092,Nisga'a,Reading,04,13,77,10,0,1,352.81481
2010/2011,092,Nisga'a,Reading,04,9,77,14,0,1,344.25
2011/2012,092,Nisga'a,Reading,04,11,58,31,0,1,376.21875
2012/2013,092,Nisga'a,Reading,04,0,55,45,0,1,376.72727
2013/2014,092,Nisga'a,Reading,04,10,55,35,0,1,393.35714
2014/2015,092,Nisga'a,Reading,04,14,48,38,0,1,389.2
2015/2016,092,Nisga'a,Reading,04,19,42,38,0,1,402.38095
2007/2008,093,Conseil scolaire francophone,Reading,04,1,29,56,15,1,486.71011
2008/2009,093,Conseil scolaire francophone,Reading,04,11,24,52,13,1,485.74731
2009/2010,093,Conseil scolaire francophone,Reading,04,11,18,59,12,1,498.89101
2010/2011,093,Conseil scolaire francophone,Reading,04,10,23,55,12,1,490.54279
2011/2012,093,Conseil scolaire francophone,Reading,04,18,23,44,15,1,493.40431
2012/2013,093,Conseil scolaire francophone,Reading,04,19,20,42,19,1,509.53488
2013/2014,093,Conseil scolaire francophone,Reading,04,15,17,48,19,1,518.42597
2014/2015,093,Conseil scolaire francophone,Reading,04,26,13,43,17,1,545.31043
2015/2016,093,Conseil scolaire francophone,Reading,04,32,13,43,12,1,507.93701
2007/2008,,,Reading,07,9,22,57,12,1,490.68459
2008/2009,,,Reading,07,16,18,54,13,1,498.605
2009/2010,,,Reading,07,17,18,54,11,1,494.60025
2010/2011,,,Reading,07,16,18,56,10,1,492.6362
2011/2012,,,Reading,07,17,19,54,10,1,491.67995
2012/2013,,,Reading,07,16,18,55,11,1,493.45341
2013/2014,,,Reading,07,16,18,55,11,1,496.72943
2014/2015,,,Reading,07,20,17,52,11,1,495.71223
2015/2016,,,Reading,07,21,17,51,10,1,492.43739
2007/2008,,,Reading,07,9,23,57,10,1,484.89157
2008/2009,,,Reading,07,17,19,53,11,1,492.3089
2009/2010,,,Reading,07,18,19,53,10,1,487.93787
2010/2011,,,Reading,07,17,19,55,9,1,485.50737
2011/2012,,,Reading,07,18,20,53,8,1,484.35322
2012/2013,,,Reading,07,17,20,54,9,1,485.78175
2013/2014,,,Reading,07,17,19,55,9,1,489.30592
2014/2015,,,Reading,07,21,19,51,9,1,487.02307
2015/2016,,,Reading,07,23,19,50,8,1,483.58537
2007/2008,005,Southeast Kootenay,Reading,07,8,33,53,6,1,459.98034
2008/2009,005,Southeast Kootenay,Reading,07,14,31,50,6,1,456.45576
2009/2010,005,Southeast Kootenay,Reading,07,21,28,47,5,1,457.07331
2010/2011,005,Southeast Kootenay,Reading,07,14,28,55,3,1,456.75482
2011/2012,005,Southeast Kootenay,Reading,07,8,29,57,7,1,460.05785
2012/2013,005,Southeast Kootenay,Reading,07,10,21,60,9,1,485.0745
2013/2014,005,Southeast Kootenay,Reading,07,12,26,55,7,1,469.60845
2014/2015,005,Southeast Kootenay,Reading,07,17,27,50,6,1,465.97531
2015/2016,005,Southeast Kootenay,Reading,07,19,26,49,6,1,458.97239
2007/2008,006,Rocky Mountain,Reading,07,8,23,59,11,1,484.84483
2008/2009,006,Rocky Mountain,Reading,07,10,28,55,7,1,466.01442
2009/2010,006,Rocky Mountain,Reading,07,7,22,60,11,1,486.62821
2010/2011,006,Rocky Mountain,Reading,07,6,24,67,3,1,471.77232
2011/2012,006,Rocky Mountain,Reading,07,9,18,66,7,1,489.18571
2012/2013,006,Rocky Mountain,Reading,07,1,26,66,7,1,466.56481
2013/2014,006,Rocky Mountain,Reading,07,3,17,69,10,1,498.04
2014/2015,006,Rocky Mountain,Reading,07,4,23,65,8,1,480.2212
2015/2016,006,Rocky Mountain,Reading,07,3,25,66,6,1,473.34896
2007/2008,008,Kootenay Lake,Reading,07,13,18,55,14,1,503.23919
2008/2009,008,Kootenay Lake,Reading,07,30,19,42,8,1,482.21502
2009/2010,008,Kootenay Lake,Reading,07,24,16,51,9,1,498.22337
2010/2011,008,Kootenay Lake,Reading,07,20,19,53,8,1,479.07348
2011/2012,008,Kootenay Lake,Reading,07,33,22,42,3,1,462.75
2012/2013,008,Kootenay Lake,Reading,07,23,22,45,10,1,471.15738
2013/2014,008,Kootenay Lake,Reading,07,28,26,42,3,1,441.27692
2014/2015,008,Kootenay Lake,Reading,07,27,28,41,3,1,439.27273
2015/2016,008,Kootenay Lake,Reading,07,25,20,47,8,1,480.52416
2007/2008,010,Arrow Lakes,Reading,07,14,18,61,7,1,480.59184
2008/2009,010,Arrow Lakes,Reading,07,11,14,61,14,1,516.12821
2009/2010,010,Arrow Lakes,Reading,07,0,20,66,14,1,507.11429
2010/2011,010,Arrow Lakes,Reading,07,8,18,68,6,1,484.1087
2011/2012,010,Arrow Lakes,Reading,07,40,4,52,4,1,502.37931
2012/2013,010,Arrow Lakes,Reading,07,5,14,70,11,1,502.45714
2013/2014,010,Arrow Lakes,Reading,07,18,11,58,13,1,536.48387
2014/2015,010,Arrow Lakes,Reading,07,10,25,58,8,1,478.88889
2015/2016,010,Arrow Lakes,Reading,07,6,18,59,18,1,500.65625
2007/2008,019,Revelstoke,Reading,07,5,15,67,12,1,506.32258
2008/2009,019,Revelstoke,Reading,07,1,9,73,17,1,527.26316
2009/2010,019,Revelstoke,Reading,07,6,6,69,19,1,536.38158
2010/2011,019,Revelstoke,Reading,07,8,11,70,11,1,506.36486
2011/2012,019,Revelstoke,Reading,07,15,11,65,10,1,498.15094
2012/2013,019,Revelstoke,Reading,07,9,17,63,11,1,505.46875
2013/2014,019,Revelstoke,Reading,07,15,23,49,13,1,491.22388
2014/2015,019,Revelstoke,Reading,07,16,23,58,3,1,482.36538
2015/2016,019,Revelstoke,Reading,07,37,11,42,11,1,511.10417
2007/2008,020,Kootenay-Columbia,Reading,07,10,21,55,14,1,506.58567
2008/2009,020,Kootenay-Columbia,Reading,07,20,22,50,8,1,478.19318
2009/2010,020,Kootenay-Columbia,Reading,07,22,16,53,9,1,494.5368
2010/2011,020,Kootenay-Columbia,Reading,07,15,17,58,10,1,491.92126
2011/2012,020,Kootenay-Columbia,Reading,07,31,15,48,7,1,486.23116
2012/2013,020,Kootenay-Columbia,Reading,07,21,21,53,6,1,477.45581
2013/2014,020,Kootenay-Columbia,Reading,07,27,17,47,9,1,481.17225
2014/2015,020,Kootenay-Columbia,Reading,07,40,10,45,5,1,507.61806
2015/2016,020,Kootenay-Columbia,Reading,07,40,12,41,7,1,490.34524
2007/2008,022,Vernon,Reading,07,7,23,59,11,1,487.60296
2008/2009,022,Vernon,Reading,07,19,20,51,10,1,488.04673
2009/2010,022,Vernon,Reading,07,12,20,60,8,1,487.11111
2010/2011,022,Vernon,Reading,07,12,21,57,10,1,481.33851
2011/2012,022,Vernon,Reading,07,12,22,57,9,1,487.48364
2012/2013,022,Vernon,Reading,07,7,22,59,12,1,492.85086
2013/2014,022,Vernon,Reading,07,11,21,59,9,1,494.18875
2014/2015,022,Vernon,Reading,07,10,21,61,8,1,488.92007
2015/2016,022,Vernon,Reading,07,9,22,60,9,1,485.05536
2007/2008,023,Central Okanagan,Reading,07,5,25,61,9,1,478.55402
2008/2009,023,Central Okanagan,Reading,07,8,21,61,10,1,490.80747
2009/2010,023,Central Okanagan,Reading,07,19,21,51,9,1,482.87526
2010/2011,023,Central Okanagan,Reading,07,17,20,56,7,1,476.00998
2011/2012,023,Central Okanagan,Reading,07,18,21,53,8,1,478.23538
2012/2013,023,Central Okanagan,Reading,07,17,18,57,8,1,484.09985
2013/2014,023,Central Okanagan,Reading,07,24,19,51,6,1,477.28512
2014/2015,023,Central Okanagan,Reading,07,32,20,43,5,1,467.45455
2015/2016,023,Central Okanagan,Reading,07,43,16,35,5,1,465.38453
2007/2008,027,Cariboo-Chilcotin,Reading,07,5,32,54,9,1,462.56835
2008/2009,027,Cariboo-Chilcotin,Reading,07,12,27,53,8,1,471.45297
2009/2010,027,Cariboo-Chilcotin,Reading,07,7,23,62,9,1,483.93878
2010/2011,027,Cariboo-Chilcotin,Reading,07,7,23,62,8,1,481.30208
2011/2012,027,Cariboo-Chilcotin,Reading,07,6,24,63,7,1,479.9146
2012/2013,027,Cariboo-Chilcotin,Reading,07,6,27,60,7,1,468.98886
2013/2014,027,Cariboo-Chilcotin,Reading,07,7,28,55,10,1,476.02077
2014/2015,027,Cariboo-Chilcotin,Reading,07,10,23,61,7,1,479.90426
2015/2016,027,Cariboo-Chilcotin,Reading,07,5,26,59,10,1,477.74242
2007/2008,028,Quesnel,Reading,07,11,34,53,3,1,446.99275
2008/2009,028,Quesnel,Reading,07,31,25,39,5,1,448.94643
2009/2010,028,Quesnel,Reading,07,26,31,34,8,1,437.55825
2010/2011,028,Quesnel,Reading,07,41,20,36,3,1,447.31902
2011/2012,028,Quesnel,Reading,07,31,30,36,4,1,431.05699
2012/2013,028,Quesnel,Reading,07,37,25,35,4,1,438.27642
2013/2014,028,Quesnel,Reading,07,44,29,23,3,1,406.38095
2014/2015,028,Quesnel,Reading,07,57,23,20,0,1,416.98718
2015/2016,028,Quesnel,Reading,07,49,18,29,3,1,447.5
2007/2008,033,Chilliwack,Reading,07,10,26,56,8,1,475.2472
2008/2009,033,Chilliwack,Reading,07,34,20,40,5,1,469.23538
2009/2010,033,Chilliwack,Reading,07,25,22,46,7,1,475.27348
2010/2011,033,Chilliwack,Reading,07,22,23,49,6,1,468.13031
2011/2012,033,Chilliwack,Reading,07,16,24,53,7,1,472.15918
2012/2013,033,Chilliwack,Reading,07,10,22,60,8,1,480.9071
2013/2014,033,Chilliwack,Reading,07,8,21,61,10,1,489.26031
2014/2015,033,Chilliwack,Reading,07,17,24,52,7,1,473.21968
2015/2016,033,Chilliwack,Reading,07,21,23,50,6,1,465.22193
2007/2008,034,Abbotsford,Reading,07,5,21,61,13,1,496.01753
2008/2009,034,Abbotsford,Reading,07,9,20,62,9,1,489.65595
2009/2010,034,Abbotsford,Reading,07,7,20,61,12,1,491.88954
2010/2011,034,Abbotsford,Reading,07,5,22,64,10,1,486.59652
2011/2012,034,Abbotsford,Reading,07,6,23,63,8,1,480.66667
2012/2013,034,Abbotsford,Reading,07,6,22,61,11,1,483.98524
2013/2014,034,Abbotsford,Reading,07,6,21,64,9,1,488.74787
2014/2015,034,Abbotsford,Reading,07,5,21,64,10,1,487.98081
2015/2016,034,Abbotsford,Reading,07,5,24,64,8,1,478.37856
2007/2008,035,Langley,Reading,07,1,22,62,14,1,493.20602
2008/2009,035,Langley,Reading,07,9,16,62,13,1,503.05547
2009/2010,035,Langley,Reading,07,12,17,60,11,1,498.19936
2010/2011,035,Langley,Reading,07,10,17,63,10,1,497.79577
2011/2012,035,Langley,Reading,07,12,20,58,10,1,492.81534
2012/2013,035,Langley,Reading,07,10,18,61,11,1,495.10342
2013/2014,035,Langley,Reading,07,8,15,63,15,1,509.5186
2014/2015,035,Langley,Reading,07,12,16,61,10,1,494.69145
2015/2016,035,Langley,Reading,07,15,20,56,9,1,482.09769
2007/2008,036,Surrey,Reading,07,8,28,56,8,1,470.14883
2008/2009,036,Surrey,Reading,07,11,22,58,9,1,483.86684
2009/2010,036,Surrey,Reading,07,10,21,60,9,1,486.37184
2010/2011,036,Surrey,Reading,07,9,22,61,9,1,481.47235
2011/2012,036,Surrey,Reading,07,11,23,58,8,1,479.43675
2012/2013,036,Surrey,Reading,07,10,23,59,8,1,478.39341
2013/2014,036,Surrey,Reading,07,11,22,58,9,1,483.93476
2014/2015,036,Surrey,Reading,07,15,20,56,9,1,486.05108
2015/2016,036,Surrey,Reading,07,19,21,52,9,1,482.96792
2007/2008,037,Delta,Reading,07,9,18,62,12,1,501.20622
2008/2009,037,Delta,Reading,07,23,15,51,11,1,502.83368
2009/2010,037,Delta,Reading,07,24,14,51,11,1,500.10497
2010/2011,037,Delta,Reading,07,26,17,49,8,1,484.35699
2011/2012,037,Delta,Reading,07,16,16,57,10,1,497.53376
2012/2013,037,Delta,Reading,07,18,16,58,8,1,489.05591
2013/2014,037,Delta,Reading,07,22,20,50,9,1,486.88517
2014/2015,037,Delta,Reading,07,23,17,53,7,1,483.76451
2015/2016,037,Delta,Reading,07,26,19,48,8,1,479.13146
2007/2008,038,Richmond,Reading,07,9,18,61,13,1,503.9401
2008/2009,038,Richmond,Reading,07,12,11,60,16,1,524.33841
2009/2010,038,Richmond,Reading,07,17,11,58,15,1,520.20964
2010/2011,038,Richmond,Reading,07,15,10,57,17,1,523.10809
2011/2012,038,Richmond,Reading,07,15,12,59,14,1,515.72636
2012/2013,038,Richmond,Reading,07,18,13,57,13,1,513.36893
2013/2014,038,Richmond,Reading,07,16,13,59,12,1,513.839
2014/2015,038,Richmond,Reading,07,23,10,51,15,1,523.1006
2015/2016,038,Richmond,Reading,07,23,9,55,13,1,522.75196
2007/2008,039,Vancouver,Reading,07,22,18,50,10,1,490.98529
2008/2009,039,Vancouver,Reading,07,33,11,43,13,1,514.00178
2009/2010,039,Vancouver,Reading,07,38,15,39,8,1,487.0994
2010/2011,039,Vancouver,Reading,07,36,11,44,9,1,503.33467
2011/2012,039,Vancouver,Reading,07,37,12,42,9,1,499.22077
2012/2013,039,Vancouver,Reading,07,35,14,44,7,1,493.47356
2013/2014,039,Vancouver,Reading,07,37,13,42,8,1,495.28716
2014/2015,039,Vancouver,Reading,07,39,12,40,9,1,502.35038
2015/2016,039,Vancouver,Reading,07,40,12,41,8,1,498.61735
2007/2008,040,New Westminster,Reading,07,7,28,54,11,1,473.86253
2008/2009,040,New Westminster,Reading,07,9,24,52,15,1,487.92825
2009/2010,040,New Westminster,Reading,07,14,20,58,9,1,484.88517
2010/2011,040,New Westminster,Reading,07,12,22,59,7,1,476.43846
2011/2012,040,New Westminster,Reading,07,16,20,54,10,1,484.4212
2012/2013,040,New Westminster,Reading,07,11,18,57,14,1,498.27378
2013/2014,040,New Westminster,Reading,07,15,17,58,10,1,496.33744
2014/2015,040,New Westminster,Reading,07,13,16,60,11,1,499.72388
2015/2016,040,New Westminster,Reading,07,18,14,57,12,1,503.2665
2007/2008,041,Burnaby,Reading,07,15,17,56,12,1,500.89196
2008/2009,041,Burnaby,Reading,07,19,15,54,12,1,506.24674
2009/2010,041,Burnaby,Reading,07,17,16,54,12,1,501.76354
2010/2011,041,Burnaby,Reading,07,17,16,56,11,1,502.28802
2011/2012,041,Burnaby,Reading,07,17,16,58,10,1,501.8938
2012/2013,041,Burnaby,Reading,07,15,17,57,10,1,496.62881
2013/2014,041,Burnaby,Reading,07,16,14,56,13,1,511.24965
2014/2015,041,Burnaby,Reading,07,18,14,56,12,1,505.81008
2015/2016,041,Burnaby,Reading,07,23,13,53,10,1,504.70262
2007/2008,042,Maple Ridge-Pitt Meadows,Reading,07,6,26,59,8,1,476.25557
2008/2009,042,Maple Ridge-Pitt Meadows,Reading,07,44,14,35,6,1,484.31805
2009/2010,042,Maple Ridge-Pitt Meadows,Reading,07,20,26,47,7,1,470.94531
2010/2011,042,Maple Ridge-Pitt Meadows,Reading,07,24,24,47,5,1,455.10071
2011/2012,042,Maple Ridge-Pitt Meadows,Reading,07,35,16,43,6,1,480.25854
2012/2013,042,Maple Ridge-Pitt Meadows,Reading,07,41,15,38,6,1,480.27036
2013/2014,042,Maple Ridge-Pitt Meadows,Reading,07,44,12,40,5,1,488.13238
2014/2015,042,Maple Ridge-Pitt Meadows,Reading,07,62,11,24,3,1,477.09669
2015/2016,042,Maple Ridge-Pitt Meadows,Reading,07,65,9,22,4,1,474.89617
2007/2008,043,Coquitlam,Reading,07,6,23,59,11,1,487.56699
2008/2009,043,Coquitlam,Reading,07,11,21,56,12,1,492.57195
2009/2010,043,Coquitlam,Reading,07,16,19,56,10,1,490.04589
2010/2011,043,Coquitlam,Reading,07,17,18,56,9,1,489.94676
2011/2012,043,Coquitlam,Reading,07,18,22,52,8,1,475.68874
2012/2013,043,Coquitlam,Reading,07,18,20,54,7,1,479.93747
2013/2014,043,Coquitlam,Reading,07,15,21,57,7,1,482.32857
2014/2015,043,Coquitlam,Reading,07,14,21,57,8,1,480.91893
2015/2016,043,Coquitlam,Reading,07,17,21,54,8,1,477.59897
2007/2008,044,North Vancouver,Reading,07,14,17,55,14,1,504.14238
2008/2009,044,North Vancouver,Reading,07,18,15,53,14,1,506.32717
2009/2010,044,North Vancouver,Reading,07,17,14,54,15,1,508.8118
2010/2011,044,North Vancouver,Reading,07,13,13,59,15,1,514.77006
2011/2012,044,North Vancouver,Reading,07,12,18,57,13,1,495.73822
2012/2013,044,North Vancouver,Reading,07,9,17,61,13,1,505.86233
2013/2014,044,North Vancouver,Reading,07,7,16,62,15,1,507.69143
2014/2015,044,North Vancouver,Reading,07,6,16,65,13,1,501.79159
2015/2016,044,North Vancouver,Reading,07,7,17,65,12,1,498.94393
2007/2008,045,West Vancouver,Reading,07,6,10,59,25,1,542.29399
2008/2009,045,West Vancouver,Reading,07,7,3,58,32,1,569.02921
2009/2010,045,West Vancouver,Reading,07,9,5,59,27,1,551.67619
2010/2011,045,West Vancouver,Reading,07,10,5,59,25,1,557.57238
2011/2012,045,West Vancouver,Reading,07,8,7,63,22,1,546.0257
2012/2013,045,West Vancouver,Reading,07,12,5,58,25,1,560.53961
2013/2014,045,West Vancouver,Reading,07,8,5,63,24,1,548.63561
2014/2015,045,West Vancouver,Reading,07,10,4,58,29,1,564.29913
2015/2016,045,West Vancouver,Reading,07,8,3,62,26,1,560.95591
2007/2008,046,Sunshine Coast,Reading,07,5,20,63,13,1,502.18868
2008/2009,046,Sunshine Coast,Reading,07,9,20,56,15,1,494.54579
2009/2010,046,Sunshine Coast,Reading,07,13,21,52,15,1,501.09796
2010/2011,046,Sunshine Coast,Reading,07,15,16,57,13,1,506.47805
2011/2012,046,Sunshine Coast,Reading,07,11,22,57,10,1,493.36585
2012/2013,046,Sunshine Coast,Reading,07,17,17,54,12,1,500.80526
2013/2014,046,Sunshine Coast,Reading,07,18,12,57,13,1,514.63218
2014/2015,046,Sunshine Coast,Reading,07,13,16,59,11,1,499.38693
2015/2016,046,Sunshine Coast,Reading,07,12,20,56,12,1,492.39785
2007/2008,047,Powell River,Reading,07,9,20,59,12,1,494.46328
2008/2009,047,Powell River,Reading,07,12,15,55,17,1,508.21384
2009/2010,047,Powell River,Reading,07,10,19,61,10,1,493.86061
2010/2011,047,Powell River,Reading,07,10,26,57,7,1,478.70803
2011/2012,047,Powell River,Reading,07,13,20,64,4,1,475.51786
2012/2013,047,Powell River,Reading,07,14,20,59,7,1,490.2381
2013/2014,047,Powell River,Reading,07,11,19,63,7,1,485.20175
2014/2015,047,Powell River,Reading,07,23,26,45,7,1,456.30769
2015/2016,047,Powell River,Reading,07,24,18,51,7,1,485.92727
2007/2008,048,Sea to Sky,Reading,07,10,18,60,12,1,497.81495
2008/2009,048,Sea to Sky,Reading,07,6,16,59,19,1,514.6465
2009/2010,048,Sea to Sky,Reading,07,4,18,65,12,1,498.63758
2010/2011,048,Sea to Sky,Reading,07,5,16,72,7,1,496.24653
2011/2012,048,Sea to Sky,Reading,07,5,20,60,14,1,500.35811
2012/2013,048,Sea to Sky,Reading,07,5,18,65,13,1,500.19672
2013/2014,048,Sea to Sky,Reading,07,4,16,68,12,1,503.89547
2014/2015,048,Sea to Sky,Reading,07,3,24,63,10,1,489.27759
2015/2016,048,Sea to Sky,Reading,07,4,22,63,11,1,496.37627
2007/2008,049,Central Coast,Reading,07,13,40,47,0,1,441.76923
2008/2009,049,Central Coast,Reading,07,6,31,56,6,1,454.66667
2009/2010,049,Central Coast,Reading,07,25,33,42,0,1,445.55556
2010/2011,049,Central Coast,Reading,07,8,38,54,0,1,426.5
2011/2012,049,Central Coast,Reading,07,17,42,42,0,1,426.2
2012/2013,049,Central Coast,Reading,07,12,59,29,0,1,405.46667
2013/2014,049,Central Coast,Reading,07,13,33,40,13,1,434.38462
2014/2015,049,Central Coast,Reading,07,0,0,0,0,MSK,Msk
2015/2016,049,Central Coast,Reading,07,7,43,50,0,1,372.53846
2007/2008,050,Haida Gwaii,Reading,07,17,40,37,6,1,447.4186
2008/2009,050,Haida Gwaii,Reading,07,10,28,52,10,1,468.25455
2009/2010,050,Haida Gwaii,Reading,07,4,40,50,6,1,457.64583
2010/2011,050,Haida Gwaii,Reading,07,10,25,57,8,1,481.94737
2011/2012,050,Haida Gwaii,Reading,07,4,38,56,2,1,432.93023
2012/2013,050,Haida Gwaii,Reading,07,4,37,54,6,1,450.76
2013/2014,050,Haida Gwaii,Reading,07,8,18,73,3,1,485.7027
2014/2015,050,Haida Gwaii,Reading,07,2,44,51,2,1,435
2015/2016,050,Haida Gwaii,Reading,07,5,20,64,12,1,493.06349
2007/2008,051,Boundary,Reading,07,8,24,62,6,1,477.97436
2008/2009,051,Boundary,Reading,07,9,7,69,15,1,520.96154
2009/2010,051,Boundary,Reading,07,28,10,51,11,1,515.92188
2010/2011,051,Boundary,Reading,07,11,19,59,12,1,495.70968
2011/2012,051,Boundary,Reading,07,5,20,68,7,1,483.34066
2012/2013,051,Boundary,Reading,07,11,15,64,10,1,495.89888
2013/2014,051,Boundary,Reading,07,21,23,49,7,1,473.98889
2014/2015,051,Boundary,Reading,07,21,12,57,10,1,495.35802
2015/2016,051,Boundary,Reading,07,17,22,51,10,1,483.03571
2007/2008,052,Prince Rupert,Reading,07,6,37,48,9,1,457.33939
2008/2009,052,Prince Rupert,Reading,07,6,31,58,6,1,452.2
2009/2010,052,Prince Rupert,Reading,07,6,40,49,6,1,437.80357
2010/2011,052,Prince Rupert,Reading,07,6,43,47,5,1,423.89937
2011/2012,052,Prince Rupert,Reading,07,14,38,45,3,1,441.45238
2012/2013,052,Prince Rupert,Reading,07,10,42,45,3,1,441.13636
2013/2014,052,Prince Rupert,Reading,07,4,37,55,4,1,449.04861
2014/2015,052,Prince Rupert,Reading,07,8,37,52,3,1,438.73973
2015/2016,052,Prince Rupert,Reading,07,7,52,38,3,1,397.72222
2007/2008,053,Okanagan Similkameen,Reading,07,9,22,62,7,1,486.84817
2008/2009,053,Okanagan Similkameen,Reading,07,7,19,66,9,1,489.09091
2009/2010,053,Okanagan Similkameen,Reading,07,7,20,63,10,1,486.65969
2010/2011,053,Okanagan Similkameen,Reading,07,3,17,72,8,1,491.14211
2011/2012,053,Okanagan Similkameen,Reading,07,8,19,65,8,1,488.95732
2012/2013,053,Okanagan Similkameen,Reading,07,7,16,64,13,1,504.65027
2013/2014,053,Okanagan Similkameen,Reading,07,6,16,65,13,1,510.91304
2014/2015,053,Okanagan Similkameen,Reading,07,10,16,61,13,1,496.52632
2015/2016,053,Okanagan Similkameen,Reading,07,8,19,66,7,1,482.67153
2007/2008,054,Bulkley Valley,Reading,07,7,31,54,9,1,472.08772
2008/2009,054,Bulkley Valley,Reading,07,10,19,58,13,1,498.75325
2009/2010,054,Bulkley Valley,Reading,07,8,25,54,13,1,494.95977
2010/2011,054,Bulkley Valley,Reading,07,6,16,69,9,1,502.71014
2011/2012,054,Bulkley Valley,Reading,07,8,26,56,10,1,481.51875
2012/2013,054,Bulkley Valley,Reading,07,5,15,62,18,1,515.14384
2013/2014,054,Bulkley Valley,Reading,07,11,16,56,17,1,509.55245
2014/2015,054,Bulkley Valley,Reading,07,7,22,54,17,1,507.2126
2015/2016,054,Bulkley Valley,Reading,07,6,30,55,9,1,480.65101
2007/2008,057,Prince George,Reading,07,6,24,62,8,1,480.93186
2008/2009,057,Prince George,Reading,07,8,24,60,8,1,481.05362
2009/2010,057,Prince George,Reading,07,10,29,54,7,1,463.03919
2010/2011,057,Prince George,Reading,07,13,27,55,6,1,465.43545
2011/2012,057,Prince George,Reading,07,9,24,60,7,1,475.69145
2012/2013,057,Prince George,Reading,07,6,26,61,7,1,471.9715
2013/2014,057,Prince George,Reading,07,7,25,59,8,1,475.1434
2014/2015,057,Prince George,Reading,07,9,28,55,8,1,469.96446
2015/2016,057,Prince George,Reading,07,6,29,57,7,1,460.39495
2007/2008,058,Nicola-Similkameen,Reading,07,7,38,49,6,1,455.30055
2008/2009,058,Nicola-Similkameen,Reading,07,9,33,52,6,1,459.62376
2009/2010,058,Nicola-Similkameen,Reading,07,12,33,51,4,1,448.68421
2010/2011,058,Nicola-Similkameen,Reading,07,11,36,47,6,1,439.84568
2011/2012,058,Nicola-Similkameen,Reading,07,7,25,60,8,1,471.75342
2012/2013,058,Nicola-Similkameen,Reading,07,11,28,57,4,1,456.34677
2013/2014,058,Nicola-Similkameen,Reading,07,10,27,51,12,1,473.72464
2014/2015,058,Nicola-Similkameen,Reading,07,17,22,57,4,1,464.35156
2015/2016,058,Nicola-Similkameen,Reading,07,11,24,57,7,1,465.39394
2007/2008,059,Peace River South,Reading,07,8,36,48,7,1,451.22356
2008/2009,059,Peace River South,Reading,07,9,33,53,5,1,450.03155
2009/2010,059,Peace River South,Reading,07,7,36,52,5,1,452.59406
2010/2011,059,Peace River South,Reading,07,6,35,56,3,1,448.56371
2011/2012,059,Peace River South,Reading,07,6,30,59,5,1,459.80451
2012/2013,059,Peace River South,Reading,07,2,34,59,5,1,460.852
2013/2014,059,Peace River South,Reading,07,3,33,60,4,1,456.81435
2014/2015,059,Peace River South,Reading,07,5,30,58,7,1,458.86325
2015/2016,059,Peace River South,Reading,07,3,37,56,4,1,446.27136
2007/2008,060,Peace River North,Reading,07,11,22,58,8,1,480.18766
2008/2009,060,Peace River North,Reading,07,10,26,55,9,1,480.24648
2009/2010,060,Peace River North,Reading,07,17,18,58,7,1,489.15235
2010/2011,060,Peace River North,Reading,07,13,25,55,7,1,474.98615
2011/2012,060,Peace River North,Reading,07,13,25,55,8,1,478.86628
2012/2013,060,Peace River North,Reading,07,10,28,54,8,1,470.58313
2013/2014,060,Peace River North,Reading,07,9,25,58,9,1,474.33846
2014/2015,060,Peace River North,Reading,07,8,24,62,6,1,476.00272
2015/2016,060,Peace River North,Reading,07,9,26,56,9,1,472.93301
2007/2008,061,Greater Victoria,Reading,07,8,20,58,14,1,503.66401
2008/2009,061,Greater Victoria,Reading,07,21,17,50,12,1,500.60109
2009/2010,061,Greater Victoria,Reading,07,29,14,48,9,1,498.93131
2010/2011,061,Greater Victoria,Reading,07,28,14,48,10,1,496.01663
2011/2012,061,Greater Victoria,Reading,07,26,13,50,11,1,510.2168
2012/2013,061,Greater Victoria,Reading,07,30,15,45,10,1,496.06374
2013/2014,061,Greater Victoria,Reading,07,29,15,45,11,1,504.63948
2014/2015,061,Greater Victoria,Reading,07,34,14,43,9,1,500.62747
2015/2016,061,Greater Victoria,Reading,07,42,12,37,9,1,500.05478
2007/2008,062,Sooke,Reading,07,14,29,51,6,1,463.48522
2008/2009,062,Sooke,Reading,07,23,21,49,7,1,473.141
2009/2010,062,Sooke,Reading,07,39,15,38,7,1,479.31019
