SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,FSA_SKILL_CODE,GRADE,NUMBER_UNKNOWN,NUMBER_BELOW,NUMBER_MEETING,NUMBER_EXCEEDING,,SCORE
2014/2015,067,Okanagan Skaha,Writing,07,10,24,65,1,1,5.80203
2015/2016,067,Okanagan Skaha,Writing,07,4,18,76,1,1,6.07583
2007/2008,068,Nanaimo-Ladysmith,Writing,07,13,23,57,6,1,6.37137
2008/2009,068,Nanaimo-Ladysmith,Writing,07,27,15,52,5,1,6.7432
2009/2010,068,Nanaimo-Ladysmith,Writing,07,21,20,54,5,1,6.41533
2010/2011,068,Nanaimo-Ladysmith,Writing,07,16,15,62,6,1,6.68197
2011/2012,068,Nanaimo-Ladysmith,Writing,07,16,18,65,2,1,6.38634
2012/2013,068,Nanaimo-Ladysmith,Writing,07,11,19,67,4,1,6.41437
2013/2014,068,Nanaimo-Ladysmith,Writing,07,13,18,67,3,1,6.57159
2014/2015,068,Nanaimo-Ladysmith,Writing,07,31,11,52,6,1,6.9937
2015/2016,068,Nanaimo-Ladysmith,Writing,07,36,12,48,4,1,6.65082
2007/2008,069,Qualicum,Writing,07,11,12,71,6,1,7.18803
2008/2009,069,Qualicum,Writing,07,16,18,63,3,1,6.57544
2009/2010,069,Qualicum,Writing,07,24,31,44,1,1,5.44444
2010/2011,069,Qualicum,Writing,07,16,23,52,9,1,6.56494
2011/2012,069,Qualicum,Writing,07,17,27,55,1,1,6.00361
2012/2013,069,Qualicum,Writing,07,10,18,64,8,1,6.92171
2013/2014,069,Qualicum,Writing,07,6,21,68,6,1,6.8638
2014/2015,069,Qualicum,Writing,07,14,15,63,8,1,7
2015/2016,069,Qualicum,Writing,07,12,24,63,1,1,6.28947
2007/2008,070,Alberni,Writing,07,8,37,51,4,1,5.57944
2008/2009,070,Alberni,Writing,07,8,36,52,4,1,5.62928
2009/2010,070,Alberni,Writing,07,12,30,57,1,1,5.7483
2010/2011,070,Alberni,Writing,07,12,21,63,4,1,6.16803
2011/2012,070,Alberni,Writing,07,7,17,72,4,1,6.47653
2012/2013,070,Alberni,Writing,07,10,20,65,5,1,6.31667
2013/2014,070,Alberni,Writing,07,14,29,57,1,1,5.6625
2014/2015,070,Alberni,Writing,07,9,26,61,3,1,5.9789
2015/2016,070,Alberni,Writing,07,9,28,62,2,1,6.03433
2007/2008,071,Comox Valley,Writing,07,11,21,65,3,1,6.16367
2008/2009,071,Comox Valley,Writing,07,25,22,49,5,1,6.4055
2009/2010,071,Comox Valley,Writing,07,22,13,64,1,1,6.32787
2010/2011,071,Comox Valley,Writing,07,24,11,62,3,1,6.60086
2011/2012,071,Comox Valley,Writing,07,19,23,55,4,1,6.21116
2012/2013,071,Comox Valley,Writing,07,13,15,71,1,1,6.48008
2013/2014,071,Comox Valley,Writing,07,17,16,64,3,1,6.52869
2014/2015,071,Comox Valley,Writing,07,17,8,71,4,1,6.81425
2015/2016,071,Comox Valley,Writing,07,13,14,70,3,1,6.4968
2007/2008,072,Campbell River,Writing,07,26,20,52,2,1,6.20175
2008/2009,072,Campbell River,Writing,07,18,18,60,4,1,6.68354
2009/2010,072,Campbell River,Writing,07,40,15,42,3,1,6.35743
2010/2011,072,Campbell River,Writing,07,37,15,43,5,1,6.36641
2011/2012,072,Campbell River,Writing,07,39,20,40,1,1,5.69636
2012/2013,072,Campbell River,Writing,07,48,19,32,1,1,5.78109
2013/2014,072,Campbell River,Writing,07,31,20,47,2,1,6.08527
2014/2015,072,Campbell River,Writing,07,47,13,38,1,1,6.45545
2015/2016,072,Campbell River,Writing,07,31,15,52,3,1,6.47059
2007/2008,073,Kamloops/Thompson,Writing,07,5,7,85,2,1,6.72177
2008/2009,073,Kamloops/Thompson,Writing,07,8,23,68,2,1,6.12593
2009/2010,073,Kamloops/Thompson,Writing,07,7,9,83,1,1,6.32754
2010/2011,073,Kamloops/Thompson,Writing,07,7,10,81,3,1,6.5775
2011/2012,073,Kamloops/Thompson,Writing,07,9,10,80,2,1,6.65702
2012/2013,073,Kamloops/Thompson,Writing,07,5,8,87,1,1,6.56066
2013/2014,073,Kamloops/Thompson,Writing,07,4,10,84,2,1,6.55568
2014/2015,073,Kamloops/Thompson,Writing,07,6,8,85,1,1,6.25711
2015/2016,073,Kamloops/Thompson,Writing,07,6,11,80,3,1,6.48586
2007/2008,074,Gold Trail,Writing,07,4,11,82,3,1,6.4537
2008/2009,074,Gold Trail,Writing,07,10,21,63,5,1,6.20792
2009/2010,074,Gold Trail,Writing,07,9,27,57,7,1,6.08929
2010/2011,074,Gold Trail,Writing,07,4,19,70,6,1,6.57447
2011/2012,074,Gold Trail,Writing,07,9,15,74,2,1,6.36471
2012/2013,074,Gold Trail,Writing,07,7,26,65,2,1,6.17105
2013/2014,074,Gold Trail,Writing,07,12,27,54,8,1,6.4058
2014/2015,074,Gold Trail,Writing,07,3,28,63,6,1,6.14118
2015/2016,074,Gold Trail,Writing,07,8,36,55,1,1,5.73171
2007/2008,075,Mission,Writing,07,10,20,64,5,1,6.6443
2008/2009,075,Mission,Writing,07,19,17,58,5,1,6.60422
2009/2010,075,Mission,Writing,07,17,17,62,4,1,6.77995
2010/2011,075,Mission,Writing,07,18,14,61,7,1,6.77429
2011/2012,075,Mission,Writing,07,24,26,48,2,1,5.81199
2012/2013,075,Mission,Writing,07,23,20,54,3,1,5.99701
2013/2014,075,Mission,Writing,07,16,13,69,2,1,6.43443
2014/2015,075,Mission,Writing,07,14,19,64,4,1,6.5496
2015/2016,075,Mission,Writing,07,10,21,68,2,1,6.1335
2007/2008,078,Fraser-Cascade,Writing,07,7,18,63,12,1,7.13333
2008/2009,078,Fraser-Cascade,Writing,07,23,34,41,2,1,5.6063
2009/2010,078,Fraser-Cascade,Writing,07,33,26,38,3,1,5.9011
2010/2011,078,Fraser-Cascade,Writing,07,34,27,39,0,1,5.59292
2011/2012,078,Fraser-Cascade,Writing,07,38,10,45,6,1,6.77011
2012/2013,078,Fraser-Cascade,Writing,07,42,16,38,4,1,6.32813
2013/2014,078,Fraser-Cascade,Writing,07,54,14,28,3,1,6.2069
2014/2015,078,Fraser-Cascade,Writing,07,48,14,38,1,1,5.90625
2015/2016,078,Fraser-Cascade,Writing,07,60,15,24,0,1,5.52273
2007/2008,079,Cowichan Valley,Writing,07,9,31,56,4,1,6.01402
2008/2009,079,Cowichan Valley,Writing,07,15,20,59,6,1,6.46069
2009/2010,079,Cowichan Valley,Writing,07,18,19,57,6,1,6.72816
2010/2011,079,Cowichan Valley,Writing,07,23,9,57,11,1,7.43954
2011/2012,079,Cowichan Valley,Writing,07,26,19,51,3,1,6.35782
2012/2013,079,Cowichan Valley,Writing,07,24,14,56,6,1,6.90192
2013/2014,079,Cowichan Valley,Writing,07,28,16,51,5,1,6.8117
2014/2015,079,Cowichan Valley,Writing,07,37,8,48,6,1,7.35942
2015/2016,079,Cowichan Valley,Writing,07,48,12,38,2,1,6.34783
2007/2008,081,Fort Nelson,Writing,07,12,14,69,5,1,6.57353
2008/2009,081,Fort Nelson,Writing,07,12,20,57,11,1,6.75758
2009/2010,081,Fort Nelson,Writing,07,14,3,73,10,1,7.49254
2010/2011,081,Fort Nelson,Writing,07,8,0,83,9,1,7.85
2011/2012,081,Fort Nelson,Writing,07,3,0,91,6,1,7.5
2012/2013,081,Fort Nelson,Writing,07,8,0,91,2,1,7.20339
2013/2014,081,Fort Nelson,Writing,07,7,15,73,5,1,6.89091
2014/2015,081,Fort Nelson,Writing,07,10,6,85,0,1,6.70213
2015/2016,081,Fort Nelson,Writing,07,3,2,86,9,1,7.58929
2007/2008,082,Coast Mountains,Writing,07,4,40,52,4,1,5.9104
2008/2009,082,Coast Mountains,Writing,07,17,15,62,6,1,7.02711
2009/2010,082,Coast Mountains,Writing,07,18,31,46,5,1,5.94534
2010/2011,082,Coast Mountains,Writing,07,23,40,36,1,1,5.22308
2011/2012,082,Coast Mountains,Writing,07,24,26,47,2,1,5.82449
2012/2013,082,Coast Mountains,Writing,07,28,32,40,1,1,5.57308
2013/2014,082,Coast Mountains,Writing,07,23,35,40,2,1,5.6092
2014/2015,082,Coast Mountains,Writing,07,25,21,52,3,1,6.29046
2015/2016,082,Coast Mountains,Writing,07,16,29,53,1,1,5.90987
2007/2008,083,North Okanagan-Shuswap,Writing,07,8,16,75,1,1,6.64818
2008/2009,083,North Okanagan-Shuswap,Writing,07,14,30,53,3,1,6.01684
2009/2010,083,North Okanagan-Shuswap,Writing,07,12,21,64,3,1,6.41319
2010/2011,083,North Okanagan-Shuswap,Writing,07,12,22,63,3,1,6.5358
2011/2012,083,North Okanagan-Shuswap,Writing,07,14,18,66,3,1,6.34889
2012/2013,083,North Okanagan-Shuswap,Writing,07,18,30,52,1,1,5.44699
2013/2014,083,North Okanagan-Shuswap,Writing,07,17,21,61,1,1,5.88722
2014/2015,083,North Okanagan-Shuswap,Writing,07,15,23,62,1,1,5.99115
2015/2016,083,North Okanagan-Shuswap,Writing,07,16,16,61,6,1,6.60114
2007/2008,084,Vancouver Island West,Writing,07,5,68,27,0,1,3.42857
2008/2009,084,Vancouver Island West,Writing,07,7,59,30,4,1,4.76
2009/2010,084,Vancouver Island West,Writing,07,15,48,36,0,1,5.07143
2010/2011,084,Vancouver Island West,Writing,07,15,44,41,0,1,5.24242
2011/2012,084,Vancouver Island West,Writing,07,20,48,32,0,1,4.4
2012/2013,084,Vancouver Island West,Writing,07,29,26,41,3,1,5.625
2013/2014,084,Vancouver Island West,Writing,07,15,47,35,3,1,5
2014/2015,084,Vancouver Island West,Writing,07,34,31,34,0,1,4.84211
2015/2016,084,Vancouver Island West,Writing,07,28,28,41,3,1,5.47826
